Tweet,Author,Date
RT @WiebeSunSports: Colleague @ScottBilleck joins me for this week’s edition of #NHLJets Setting: https://t.co/HdMaqZoSLR,✈️ DanTheFan 🏒,2019-02-28 15:14:21
Colleague @ScottBilleck joins me for this week’s edition of #NHLJets Setting: https://t.co/HdMaqZoSLR,Ken Wiebe,2019-02-28 15:14:07
"Headlines:  Former captain Tkachuk likes the look of Jets. Jets have issues, and third periods are near the top. Hayes expects to play up and down lineup with Jets. What the addition of 5 new players means for the soaring Jets.  https://t.co/adyvFe7gUg",Illegal Curve Hockey,2019-02-28 15:00:00
"NHL Trade Rumours: Winnipeg Jets, Toronto Maple Leafs, New York Rangers – Last Word on Hockey https://t.co/NnER2VgVq4 https://t.co/ppkuW23ZLH",For_SoulMuzik,2019-02-28 14:20:00
"NHL Trade Rumours: Winnipeg Jets, Toronto Maple Leafs, New York Rangers – Last Word on Hockey https://t.co/nlWrURawOC",Tamfitronics,2019-02-28 14:19:48
Audio:  Jimmy Roy (Hockey is a universal language).  Jamie Thomas (Jets in survival mode with defensive injuries).  https://t.co/adyvFe7gUg,Illegal Curve Hockey,2019-02-28 14:00:00
"Bonus Flip Book of the Day

Alberta Oilers vs Winnipeg Jets WHA Program October 17 1972

(Click on link; not picture for flip book)

https://t.co/CCr9TdyvlS https://t.co/P1L0DOCjoH",Hockey Magazines,2019-02-28 13:25:00
Winnipeg Jets Morning Papers https://t.co/awdKBRbnDy,NHL Jets,2019-02-28 13:12:03
Kick start your day with the latest Winnipeg Jets and Manitoba Moose news and audio.  https://t.co/adyvFe7gUg,Illegal Curve Hockey,2019-02-28 13:00:00
"RT @BB4animals: For those in “panic mode” with the Winnipeg Jets, I did a bit of research. Last year, the Stanley Cup winning Washington Ca…",Ken Dohan,2019-02-28 12:37:16
RT @BlueshirtBanter: .@JoeFortunatoBSB breaks down the Kevin Hayes trade #NYR https://t.co/rzMUGBVlHM,Obby 🏀🏒 szn,2019-02-28 12:24:09
"RT @BlueshirtBanter: A breakdown of each #NYR trade from @JoeFortunatoBSB

Zuccarello: https://t.co/8kduL9ZCAf

Hayes: https://t.co/rzMUGBV…",Obby 🏀🏒 szn,2019-02-28 12:23:43
"Hayes expects to play up and down lineup with Jets
Sent with @NHL https://t.co/tm3yCx2pfA",FUDGE,2019-02-28 12:05:44
"JETS SNAPSHOTS: Jets have issues, and third periods are near the top - https://t.co/uJITafhuxC #Winnipeg Winnipeg Sun",NewsWinnipeg.net,2019-02-28 12:04:02
"PENSION PLAN PUPPETS
Who is Nic Petan?

By elseldo (@ElSeldo)
#Toronto #Leafs
https://t.co/oSJu98X7iT",Maple Leafs Aggregator,2019-02-28 12:01:01
"RT @StuCowan1: This Date in #Habs History - Feb. 27, 1988: Captain Bob Gainey recorded the only hat trick of his 15-year NHL career in a 6-…",Joe,2019-02-28 12:00:43
"Hendricks happy to be back in Winnipeg
Sent with @NHL https://t.co/Ny9yBvuK1M",FUDGE,2019-02-28 11:57:05
RT @JoeFortunatoBSB: Kevin Hayes Trade: Breaking It All Down https://t.co/i0TSkEpMMZ,Obby 🏀🏒 szn,2019-02-28 11:42:29
"New York Rangers send Hayes to Winnipeg Jets 

https://t.co/MzWuVD751b  

In #Sports on February 25, 2019@11:03am",HEDGED news,2019-02-28 11:27:09
"RT @bobbywmurray: By Chris Dawson 
North Bay’s Ken Appleby has signed a one-year deal with the Winnipeg Jets on trade deadline day.  He was…",Karon Shepperdson,2019-02-28 11:12:06
Winnipeg Jets vs. Montreal Canadiens - Official Tickets On Sale &amp; Schedule https://t.co/c0gth7GAkN,HockeyTickets.ca,2019-02-28 11:00:22
"Montreal Canadiens is performing in Winnipeg on  at  Bell MTS Place on Sat Mar 30, 2019 -  https://t.co/6ul4wieIge https://t.co/AilZpV2VeA",Juan Santana,2019-02-28 11:00:21
"RT @thinkstermedia: WINNIPEG JETS TICKET GIVEAWAY!

Thinkster + @djblitzwpg are giving away TWO tickets to Winnipeg Jets vs Minnesota Wild…",Squid🐙,2019-02-28 09:24:01
RT @TheHockeyDek: D5 defeated Winnipeg Jets by the score of 8 - 4 - https://t.co/h2rHqb4Utr,Jason Woerner,2019-02-28 08:54:13
Game Recap: Winnipeg’s Defense Mauled by the Wild https://t.co/4V5gjPWL3A via @arcticicehockey,CitZen/artist,2019-02-28 08:41:08
Hayes expects to play up and down lineup with Jets - https://t.co/CR5GcJGtKp Buy Ticket https://t.co/3zZSsyCqhi https://t.co/ygYOEnuYa8,NHL SAISON 2018-2019,2019-02-28 08:01:53
"The next player coming from the Canucks Alumni is Dave Babych. He played 19 seasons in the NHL and two All Star games. He's played for the Winnipeg Jets, Hartford Whalers, Vancouver Canucks, Philadelphia Flyers &amp; Los Angeles Kings. #hockey4food #exciting #NHL https://t.co/wxbTF6xigc",Loaves and Fishes,2019-02-28 07:06:48
Hayes expects to play up and down lineup with Jets https://t.co/5NoSNPEaXO via @NHLdotcom,kitty cat,2019-02-28 06:40:23
Hayes expects to play up and down lineup with Jets https://t.co/EBesDkXSTX via @NHLdotcom,rob jannetty,2019-02-28 06:36:26
"RT @HelenSe65211337: Watch @-@ Escape Room 2019 1080p Blu Ray x264 YTS AG

&gt;&gt;&gt; https://t.co/PV3UNLAYol  &lt;&lt;&lt;

#AdamKutnerPowerPlay #WhiteHou…",Edo hutahaean,2019-02-28 06:31:45
"RT @HockeyMagazines: Flip Book of the Day

Hartford Whalers Program February 18 1981 vs Winnipeg Jets

The night Gordie Howe's jersey was r…",Bob Simmonds,2019-02-28 06:21:16
"RT @winnipegsun: WIEBE’S GAME REPORT: Jets blow lead late, drop fourth straight against Wild https://t.co/PbFhmKcNvg https://t.co/wNb86TYPpB",Pete,2019-02-28 06:04:26
"WIEBE’S GAME REPORT: Jets blow lead late, drop fourth straight against Wild https://t.co/PbFhmKcNvg https://t.co/wNb86TYPpB",Winnipeg Sun,2019-02-28 06:03:48
RT @ebuyhouseinc: Go Knights Go!!! You can always save 6% when using https://t.co/jEexOglgG6 @GoldenKnights #VGK #VegasBorn #VegasStrong #G…,Nicole Powell,2019-02-28 06:01:11
How is Laine a -22 on the winnipeg jets... i don’t get it,Alex,2019-02-28 05:29:12
"winnipeg jets:

blake wheeler https://t.co/2a9mBZwCAI",tank szn™️,2019-02-28 03:51:39
"RT @NHLJets: Ab McDonald, a native of Winnipeg, played 16 seasons in the NHL from 1958-72 before playing the final two seasons of his caree…",Winnipeg Jets Records,2019-02-28 03:35:12
"WIEBE’S GAME REPORT: Jets blow lead late, drop fourth straight against Wild - https://t.co/qDRRFI4jqr #Winnipeg Winnipeg Sun",NewsWinnipeg.net,2019-02-28 03:02:05
My current #NHL Stanley Cup picks: 1) Tampa Bay Lightning  2) Washington Capitals  3) Boston Bruins  4) Toronto Maple Leafs  5) Calgary Flames  6) San Jose Sharks  7) Winnipeg Jets  8) Pittsburgh Penguins  9) St. Louis Blues  10) Nashville Predators,REVELATIONS,2019-02-28 02:46:14
RT @PenaltyBoxRadio: Rivalry night this Friday as the #Preds take on the #NHLJets in Winnipeg. We're talking to @ICEzzyG of @IllegalCurve n…,Greg Krepps,2019-02-28 02:25:23
"Rivalry night this Friday as the #Preds take on the #NHLJets in Winnipeg. We're talking to @ICEzzyG of @IllegalCurve next to get his take on the Jets.

Listen now on @1025TheGame or stream it https://t.co/VfVxoA708Y",PenaltyBoxRadio,2019-02-28 02:25:00
D5 defeated Winnipeg Jets by the score of 8 - 4 - https://t.co/h2rHqb4Utr,The Hockey Dek,2019-02-28 02:10:02
@rowengsta @NHLJets @NikolajEhlers24 @QMJHL Leafs PASTING the oilers.  Explanation:  the jets SUCK!! #LeafsForever #winnipeg #lordstanleymeettoronto,Kyle,2019-02-28 01:35:25
